iter	RMSE
164	0.1146760685
165	0.1144206705
166	0.1141318904
167	0.1137858897
168	0.1134694238
169	0.1129471094
170	0.1126774524
171	0.1123807159
172	0.1121472612
173	0.1118306675
174	0.1115539766
175	0.111250026
176	0.1108228849
177	0.1105285885
178	0.1102534707
179	0.1100035315
180	0.1096644169
181	0.1092663958
182	0.1089755312
183	0.1087024259
184	0.1084611615
185	0.1082673534
186	0.1079818841
187	0.1076383545
188	0.1073473843
189	0.1070784568
190	0.1066553949
191	0.1063378279
192	0.1060890928
193	0.1058115199
194	0.1054948262
195	0.1052356054
196	0.1047143239
197	0.1044689735
198	0.1041975694
199	0.1039622588
200	0.1036523586
201	0.1032591798
202	0.1029026192
203	0.1025588359
204	0.1023595576
205	0.1020460021
206	0.1017549192
207	0.1014577557
208	0.1012193522
209	0.1008866739
210	0.1007830225
211	0.10057442
212	0.1002581487
213	0.09992602468
214	0.09966779059
215	0.09937568881
216	0.09907872709
217	0.09872953133
218	0.09847145795
219	0.09823129119
220	0.09800197429
221	0.09774343564
222	0.09755936567
223	0.09725404705
224	0.09697122763
225	0.09676346526
226	0.0963569347
227	0.09613615173
228	0.09594580328
229	0.09571511335
230	0.09544366115
231	0.09524889434
232	0.09511366764
233	0.09496858204
234	0.09471849621
235	0.09445635241
236	0.09422519051
237	0.09398519636
238	0.09369831647
239	0.09344860854
240	0.09316800726
241	0.09301953843
242	0.09275130634
243	0.09254369672
244	0.09221180338
245	0.09211161977
246	0.0918072835
247	0.09162452953
248	0.09141819718
249	0.09125157733
250	0.09111063308
251	0.09093659499
252	0.09079966004
253	0.0905082356
254	0.09034278795
255	0.09015413592
256	0.0900125859
257	0.08985924314
258	0.08950595461
259	0.08934892964
260	0.08920885906
261	0.0889981037
262	0.08869055871
263	0.08855422613
264	0.08844153925
265	0.0882875069
266	0.08814148212
267	0.08781208897
268	0.08760993075
269	0.08737583161
270	0.08721375355
271	0.08701739788
272	0.0868047767
273	0.08664820453
274	0.08654661423
275	0.08627583966
276	0.0860448264
277	0.08593039783
278	0.08576849823
279	0.08553588529
280	0.08527747245
281	0.08499038617
282	0.08494553056
283	0.08486751157
284	0.08464726478
285	0.08451058263
286	0.08430208553
287	0.08401706966
288	0.08371718885
289	0.08356602981
290	0.08339920286
291	0.0832710614
292	0.08318853698
293	0.08299990094
294	0.0827094608
295	0.08251492861
296	0.08244359908
297	0.08212867799
298	0.08192431425
299	0.081652157
300	0.08143219182
301	0.08114026211
302	0.08092095318
303	0.0806864978
304	0.08064937523
305	0.08055194102
306	0.08047255959
307	0.08022043426
308	0.07997915939
309	0.07971652952
310	0.07946359251
311	0.07919205861
312	0.07913256057
313	0.07904351534
314	0.07886148234
315	0.0787916479
316	0.07853525491
317	0.07842049669
318	0.07830977009
319	0.07819218318
320	0.07797613027
321	0.07781067956
322	0.07756184124
323	0.07747357003
324	0.07736358856
325	0.07729912802
326	0.07723034541
327	0.07711258802
328	0.07692947674
329	0.07682755743
330	0.07678535764
331	0.07656298721
332	0.0764046187
333	0.07619232625
334	0.0759698079
335	0.07581390365
336	0.07563675015
337	0.07558111889
338	0.07553297495
339	0.07548591836
340	0.07545757279
341	0.07543137116
342	0.07540476044
343	0.07525281086
344	0.07515529083
345	0.07504939273
346	0.07481812628
347	0.07475136745
348	0.07450623697
349	0.0743200753
350	0.07404945029
351	0.07396712563
352	0.07388743388
353	0.07378313106
354	0.0735030066
355	0.07345394224
356	0.07342762273
357	0.0733903929
358	0.07325677038
359	0.07313885671
360	0.07305984588
361	0.07284039646
362	0.07280320064
363	0.07260796977
364	0.07245530518
365	0.07223960689
366	0.07207943368
367	0.0720374189
368	0.07186573761
369	0.071820521
370	0.071605988
371	0.07137087467
372	0.07123427941
373	0.07105091936
374	0.07092922284
375	0.07079768721
376	0.07069690746
377	0.07059903863
378	0.07040532119
379	0.07020438527
380	0.07012992607
381	0.06996453628
382	0.0698867125
383	0.06978107233
384	0.06965371152
385	0.06957801707
386	0.06941781083
387	0.06932581541
388	0.06924278067
389	0.06912621016
390	0.06908720082
391	0.06896489661
392	0.06894964825
393	0.06882342691
394	0.06875057967
395	0.06869136004
396	0.06845693915
397	0.06826132907
398	0.06807638201
399	0.0679024088
400	0.06783727751
401	0.06765492349
402	0.06757267718
403	0.06745801035
404	0.06734018104
405	0.06726671008
406	0.06724700008
407	0.06709293378
408	0.06707535451
409	0.06694042031
410	0.06682745749
411	0.0667153945
412	0.06664119295
413	0.0666291938
414	0.06656459325
415	0.06636193164
416	0.066303873
417	0.06618894914
418	0.06608464635
419	0.06590529626
420	0.06585771683
421	0.06582305499
422	0.06572124693
423	0.06565951652
424	0.06555786617
425	0.06545895209
426	0.06534440955
427	0.06527161719
428	0.06508747628
429	0.0650677379
430	0.06494522498
431	0.06486950049
432	0.06485355764
433	0.06475129706
434	0.06458661946
435	0.0643334952
436	0.0643131387
437	0.06428720422
438	0.06420324229
439	0.06404331847
440	0.06397893743
441	0.06382491898
442	0.06369003122
443	0.06356852549
444	0.06336039655
445	0.06332847233
446	0.06322134717
447	0.06311176381
448	0.06308902576
449	0.06301123788
450	0.06285337064
451	0.06279880815
452	0.06262051265
453	0.06253792616
454	0.0624829066
455	0.06234097128
456	0.06223739417
457	0.06212656676
458	0.0620738178
459	0.06205881626
460	0.0620098698
461	0.06188957336
462	0.06180043543
463	0.06172730181
464	0.06161442661
465	0.06156322061
466	0.06151131329
467	0.06149698385
468	0.06141622414
469	0.06135998537
470	0.06128312077
471	0.06112902463
472	0.06111611583
473	0.06096004689
474	0.06083968651
475	0.06081704381
476	0.06063626666
477	0.06047900282
478	0.06032760106
479	0.06026178423
480	0.06017793632
481	0.06002828697
482	0.05989628882
483	0.05976319451
484	0.05965350311
485	0.05955295926
486	0.05947324286
487	0.05936197708
488	0.05923415776
489	0.05918394361
490	0.0590977353
491	0.0590099918
492	0.05884372238
493	0.05869823876
494	0.05867840444
495	0.05863188538
496	0.05854641761
497	0.05836818234
498	0.05824995988
499	0.05815967755
500	0.05802780214
501	0.05800605155
502	0.05796117096
503	0.05791803375
504	0.05783783192
505	0.057770147
506	0.05776102328
507	0.05766812296
508	0.05757547559
509	0.05746789585
510	0.05734014731
511	0.05721271601
512	0.05706907786
513	0.0570238436
514	0.05698522617
515	0.05692083072
516	0.05681148347
517	0.05667510572
518	0.05652179522
519	0.05650069238
520	0.05630323522
521	0.05611980811
522	0.05611281644
523	0.0560454503
524	0.05594100014
525	0.05587528753
526	0.05573269405
527	0.05562487971
528	0.05554792764
529	0.05547377574
530	0.0553665525
531	0.05534102456
532	0.05523014252
533	0.055111233
534	0.05497535959
535	0.05482529757
536	0.05469876241
537	0.05455341542
538	0.05438824915
539	0.05422259073
540	0.05406953756
541	0.05392759101
542	0.05387766149
543	0.05375823978
544	0.05369096527
545	0.05358687302
546	0.05354724402
547	0.0535262228
548	0.05349372107
549	0.05342157144
550	0.05334835554
551	0.05320947463
552	0.05312581843
553	0.05300036816
554	0.05292077362
555	0.05284580853
556	0.05279949331
557	0.0527181982
558	0.05261186609
559	0.05250941161
560	0.05246085054
561	0.05237605094
562	0.05230660492
563	0.05225070527
564	0.05216397847
565	0.05208750517
566	0.05202056334
567	0.051928364
568	0.05183272134
569	0.05172090167
570	0.05162688653
571	0.05151075207
572	0.05140023985
573	0.05125606272
574	0.05119066881
575	0.05116858668
576	0.05107815206
577	0.05099361343
578	0.05090393024
579	0.05081560267
580	0.05069505482
581	0.05061289714
582	0.05053327773
583	0.05042662597
584	0.05034809634
585	0.05024887268
586	0.0501814386
587	0.05006496233
588	0.04992461155
589	0.04981615599
590	0.04976581363
591	0.04974017617
592	0.04966878838
593	0.04961160386
594	0.04958302756
595	0.04947412361
596	0.0494522912
597	0.04941982043
598	0.04940576208
599	0.04937131853
600	0.04926144577
601	0.04919019628
602	0.04908709321
603	0.04904976675
604	0.04899528495
605	0.04892013519
606	0.04883538888
607	0.04879542408
608	0.04873187033
609	0.04871219908
610	0.0486163938
611	0.04856747781
612	0.04849072524
613	0.04839424567
614	0.04830809556
615	0.04825073237
616	0.04814199617
617	0.04807650874
618	0.04797791203
619	0.04790749898
620	0.04778064416
621	0.04772766237
622	0.0475608656
623	0.04753356422
624	0.04749626131
625	0.04739946113
626	0.04735561199
627	0.04733700215
628	0.04732622679
629	0.0472919539
630	0.04719174517
631	0.0471642823
632	0.04712284682
633	0.04703023526
634	0.0469353745
635	0.04688605141
636	0.04684710209
637	0.04674214626
638	0.04667901607
639	0.04660624036
640	0.04655532095
641	0.04646363179
642	0.04642763974
643	0.04632953468
644	0.04625726712
645	0.04622092673
646	0.04611575454
647	0.04607956177
648	0.04603886231
649	0.04593178648
650	0.04583393831
651	0.0457761532
652	0.0457424848
653	0.04566841199
654	0.0456216594
655	0.04560326352
656	0.0455559749
657	0.04553789112
658	0.04545601072
659	0.04543224384
660	0.04536046031
661	0.04532009502
662	0.04517187106
663	0.04505240291
664	0.04493874457
665	0.04491454827
666	0.04483396113
667	0.04474801228
668	0.04465937844
669	0.04462236924
670	0.04459858933
671	0.0445228977
672	0.04447253634
673	0.04440751929
674	0.04431424322
675	0.04422035818
676	0.0441930491
677	0.04415417383
678	0.04403442887
679	0.04398775847
680	0.04386124781
681	0.04384400895
682	0.04380046163
683	0.04375603517
684	0.04369038757
685	0.04359690123
686	0.04351975348
687	0.04349726446
688	0.04345121651
689	0.04331912101
690	0.04321156295
691	0.04314340481
692	0.04306909447
693	0.04295160015
694	0.04287804827
695	0.04275990807
696	0.04270828795
697	0.04257950138
698	0.042542226
699	0.04250665313
700	0.04237961963
701	0.04229788159
702	0.04225112999
703	0.04217511851
704	0.04210544467
705	0.04207251586
706	0.04204024272
707	0.04199585512
708	0.04195397594
709	0.0419346712
710	0.04189159144
711	0.04179853552
712	0.04173372249
713	0.04170466059
714	0.04167721862
715	0.04162214749
716	0.04156724395
717	0.04152358285
718	0.04150741544
719	0.04143360453
720	0.04137506004
721	0.04129769659
722	0.04121531767
723	0.04114740119
724	0.0410497184
725	0.04101992552
726	0.04098901446
727	0.04093227773
728	0.04091578002
729	0.04087879525
730	0.04080832672
731	0.0407348875
732	0.0406274241
733	0.04060718591
734	0.04057079887
735	0.04049625245
736	0.0404633434
737	0.04036827222
738	0.04024083868
739	0.04019387337
740	0.04011804475
741	0.04007887892
742	0.03995646994
743	0.0398880399
744	0.039804921
745	0.03971368394
746	0.03969342652
747	0.03967028183
748	0.0396416892
749	0.03958206439
750	0.03955872105
751	0.03953237439
752	0.03945191914
753	0.03941589714
754	0.03932157461
755	0.03919973907
756	0.03912630581
757	0.03909591167
758	0.0390356807
759	0.03898162816
760	0.0389458588
761	0.03886089225
762	0.03878607057
763	0.03871473416
764	0.03869568192
765	0.03863237038
766	0.03855254185
767	0.03850413181
768	0.03847366209
769	0.0384089418
770	0.03836271177
771	0.03829981043
772	0.03823632021
773	0.03815659922
774	0.03810349931
775	0.03807908774
776	0.0380593032
777	0.03803517504
778	0.03796664064
779	0.03789492289
780	0.03785635023
781	0.03781680877
782	0.03772909242
783	0.03769376187
784	0.03765008427
785	0.03759159922
786	0.03753249295
787	0.03746707543
788	0.037414041
789	0.03729791614
790	0.03728098923
791	0.03722188298
792	0.037119925
793	0.03702470167
794	0.03694742913
795	0.03693249998
796	0.03687717672
797	0.03683726962
798	0.03678680023
799	0.03673379302
800	0.03669728435
801	0.03667986763
802	0.03661709443
803	0.03657280504
804	0.03650302451
805	0.03646363448
806	0.03640153892
807	0.03632819782
808	0.03625694065
809	0.03619015319
810	0.03613936588
811	0.03608080702
812	0.0360299114
813	0.0359945423
814	0.03597587746
815	0.03593242556
816	0.03590907037
817	0.03583692657
818	0.03577403767
819	0.03568966805
820	0.03562679006
821	0.03558020754
822	0.03556130208
823	0.03551161497
824	0.03544074158
825	0.03541558969
826	0.03537436457
827	0.03529579623
828	0.0352575266
829	0.03517712926
830	0.03516431268
831	0.03509277862
832	0.03507629948
833	0.03501572877
834	0.0349827396
835	0.03494509869
836	0.03491442657
837	0.03485534341
838	0.03479389982
839	0.03474059001
840	0.03469412655
841	0.03463459813
842	0.03456838971
843	0.03452137823
844	0.03450560841
845	0.03445173251
846	0.03443083787
847	0.03437883141
848	0.03435192729
849	0.0342827598
850	0.03426719277
851	0.03420786495
852	0.03419043909
853	0.03411150494
854	0.03409174235
855	0.03406888188
856	0.03397310991
857	0.03392887642
858	0.03386541697
859	0.03382609823
860	0.03381038822
861	0.03378320583
862	0.03376870468
863	0.03374282122
864	0.0337098568
865	0.03364156599
866	0.03362945458
867	0.03357654045
868	0.03356160404
869	0.03354471613
870	0.03350105201
871	0.03346354017
872	0.03342697321
873	0.03338581307
874	0.03333734605
875	0.03328672009
876	0.03325573399
877	0.03317949248
878	0.03312770353
879	0.03310499108
880	0.03306462306
881	0.03303022465
882	0.03298991774
883	0.03293668055
884	0.03287266215
885	0.03285557885
886	0.0328453259
887	0.03278593828
888	0.03275237638
889	0.03272944894
890	0.0326884055
891	0.03259871059
892	0.03250787756
893	0.03248917129
894	0.03244700592
895	0.03241467714
896	0.03238665253
897	0.03236841118
898	0.03235095703
899	0.03233893248
900	0.03231597307
901	0.03225213378
902	0.03218037989
903	0.03214225756
